한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방,인구,면적,인구밀도,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,기간_2015,기간_2016,기간_2017,기간_2018,기간_2019
246,64,57,68,92,41,26,23,15,66,26,16,23,3,7,9,18,3,18,18645,0.68,27419,35,2102,9120,4236,99.5,47.25,0,0,1,0,0
113,225,39,27,34,48,22,20,18,15,15,23,11,1,6,8,6,10,7,41561,2.53,16427,29,1998,10597,4486,89.25,47.75,0,0,1,0,0
48,95,31,42,15,32,11,17,12,2,6,12,2,3,10,3,1,8,1,23018,0.99,23251,14,1115,5966,3125,87.5,47.25,0,0,1,0,0
41,115,36,17,9,42,24,18,12,5,11,7,2,4,5,0,0,2,0,21179,0.68,31146,13,1096,3929,2284,97.5,49.5,0,0,1,0,0
180,161,39,46,90,63,40,33,14,41,14,20,14,27,18,9,13,8,10,28723,0.98,29309,25,2175,7441,3265,103.75,47.5,0,0,1,0,0
8,29,19,3,0,9,4,2,4,0,2,0,1,2,1,1,0,0,0,7800,1.27,6142,4,244,1146,369,108.0,62.5,0,0,0,1,0
45,19,88,6,14,27,9,11,10,8,8,8,3,5,4,2,5,3,1,13855,2.51,5520,15,732,3074,1759,109.5,55.0,0,0,0,1,0
92,51,48,22,14,30,7,19,14,14,24,10,27,2,4,7,9,6,4,18920,1.49,12698,32,2124,11755,4347,111.25,48.5,0,0,0,1,0
300,30,141,78,110,107,24,41,38,36,62,18,8,10,18,23,13,12,10,24061,1.25,19249,115,5311,40704,19278,90.5,46.5,0,0,0,1,0
318,18,106,66,72,71,22,54,29,19,57,15,16,1,5,27,12,30,6,22304,1.47,15173,145,5384,58510,23789,92.5,47.0,0,0,0,1,0
47,2,88,21,4,28,10,23,9,6,18,10,2,1,7,3,2,12,5,25590,0.79,32392,25,1105,6945,4191,97.25,51.5,0,0,0,1,0
198,21,139,129,26,60,36,39,24,9,36,16,12,14,10,17,11,13,4,40163,2.0,20082,100,4179,62612,25207,99.5,50.5,0,0,0,1,0
232,16,156,62,49,85,19,54,24,28,50,25,10,5,6,26,14,25,8,21265,0.73,29130,122,3670,28231,11568,80.5,45.75,0,0,0,1,0
73,33,67,27,14,31,8,17,12,2,23,8,10,2,1,4,4,9,2,22844,1.02,22396,44,1574,17331,7338,100.25,48.75,0,0,0,1,0
78,1,72,35,23,25,13,13,12,11,20,4,8,2,5,12,5,13,2,34704,1.02,34024,43,1831,21961,9062,98.0,49.75,0,0,0,1,0
244,20,72,225,38,30,18,28,10,17,51,14,7,2,4,29,12,24,3,15252,1.94,7862,108,3950,62025,27046,94.25,54.25,0,0,0,1,0
151,22,171,30,40,63,17,30,24,9,51,17,13,4,6,14,7,19,3,30492,1.24,24590,82,3642,40803,19770,87.0,46.75,0,0,0,1,0
68,112,63,3,10,25,23,16,15,2,18,15,13,1,9,4,1,6,2,45445,6.36,7145,34,1170,6058,2947,53.5,44.0,0,0,0,1,0
89,33,44,7,13,20,8,13,9,4,15,9,0,0,2,8,2,9,2,16421,1.43,11483,30,1517,19344,8907,100.5,54.25,0,0,0,1,0
222,20,65,268,75,94,13,41,17,22,38,16,3,4,8,30,7,34,5,17813,1.89,9425,139,4223,26902,14238,91.5,48.0,0,0,0,1,0
206,5,81,321,71,139,23,49,18,11,42,13,2,5,3,21,6,28,6,28146,2.53,11125,111,4070,28451,15953,100.25,47.5,0,0,0,1,0
859,38,453,221,178,178,50,113,60,83,149,56,18,4,5,67,42,50,29,36861,2.35,15686,404,15787,156700,65655,82.5,44.5,0,0,0,1,0
172,18,174,27,12,37,23,23,27,10,42,16,8,6,7,20,10,11,6,36822,1.15,32019,110,3297,38585,17569,87.5,45.25,0,0,0,1,0
79,57,22,10,27,28,13,14,11,21,11,9,11,7,6,4,7,3,8,17136,0.92,18626,21,2149,6771,2060,105.0,51.5,0,0,0,1,0
27,12,30,13,5,10,5,8,7,0,5,2,0,0,3,4,0,3,1,16593,1.24,13381,9,634,9014,2513,107.75,54.75,0,0,0,1,0
15,10,38,7,3,25,13,7,12,0,9,2,1,4,3,1,0,6,1,24781,2.58,9605,11,510,9682,6808,99.25,48.25,0,0,0,1,0
187,12,115,147,48,148,17,38,26,6,49,12,10,5,8,20,5,27,2,30185,2.33,12955,100,4270,37532,19672,89.75,48.0,0,0,0,1,0
33,176,29,3,4,24,9,11,14,3,16,7,4,0,5,2,2,10,4,32928,2.8,11760,10,983,18088,4175,61.25,39.5,0,0,0,1,0
30,84,54,8,15,27,9,11,12,3,8,6,5,4,4,3,2,9,1,27469,1.73,15878,15,734,2466,1250,83.0,50.5,0,0,0,1,0
47,87,37,9,11,13,12,3,3,6,5,9,10,7,6,4,4,1,1,7709,2.01,3835,6,550,1872,949,120.25,58.0,0,0,0,1,0
261,266,144,56,138,126,35,58,38,44,50,27,30,30,26,16,20,22,10,47171,2.17,21738,65,5172,19657,9143,95.5,45.75,0,0,0,1,0
101,140,66,21,31,62,15,18,18,16,17,11,15,3,8,6,7,7,8,28260,0.98,28837,38,1601,9718,4918,100.75,47.75,0,0,0,1,0
113,77,55,82,38,69,16,45,14,23,15,12,8,31,13,9,12,14,6,22483,0.61,36857,49,1691,6569,3847,103.25,48.5,0,0,0,1,0
45,32,36,42,7,27,11,28,10,6,9,6,4,1,5,1,5,13,9,18020,0.97,18577,22,1084,4269,2475,104.5,52.5,0,0,0,1,0
71,106,42,4,16,14,15,8,11,9,10,8,5,2,3,10,3,2,2,11138,2.65,4203,19,899,5468,3067,109.0,57.0,0,0,0,1,0
122,97,51,14,36,31,12,28,16,12,19,5,18,2,4,11,8,9,1,20996,0.58,36200,62,2097,19533,9087,97.0,48.75,0,0,0,1,0
144,99,83,22,55,76,19,31,20,25,23,21,16,14,10,11,11,26,9,25725,0.67,38396,41,1907,7477,3829,94.75,47.0,0,0,0,1,0
184,92,100,53,77,80,13,40,22,31,27,19,19,19,19,14,18,22,12,24155,0.71,34021,60,2459,10433,4610,102.5,45.5,0,0,0,1,0
131,225,64,38,49,82,27,30,24,26,25,14,13,23,16,8,9,16,8,37760,1.02,37020,29,1916,5756,2799,95.0,47.0,0,0,0,1,0
54,72,38,12,13,27,9,6,8,6,9,6,5,2,2,4,3,6,3,14711,1.18,12467,18,844,4174,2197,97.75,48.0,0,0,0,1,0
18,69,22,14,4,23,8,6,6,0,4,2,4,4,6,0,0,4,0,18943,2.51,7547,7,599,2206,1073,91.25,51.5,0,0,0,1,0
77,171,55,37,31,70,22,19,24,6,20,16,11,6,10,4,4,8,4,29144,0.71,41048,21,1583,5633,2766,94.5,48.25,0,0,0,1,0
281,191,96,415,118,91,41,41,33,35,39,14,25,22,23,15,12,16,9,36423,1.57,23199,67,3736,14933,7829,96.75,49.5,0,0,0,1,0
114,129,79,106,60,56,31,29,21,13,23,21,7,7,10,8,8,11,10,28568,0.79,36162,30,1898,7397,3508,99.0,47.5,0,0,0,1,0
148,78,69,42,63,82,23,27,20,24,31,15,9,10,7,5,12,16,7,23228,0.73,31819,36,1652,6511,3715,96.0,47.25,0,0,0,1,0
130,68,60,31,66,59,27,32,17,35,29,9,5,6,9,7,6,5,5,19964,0.55,36298,38,1845,9192,5268,97.5,45.25,0,0,0,1,0
28,107,11,1,8,21,16,8,10,4,5,4,10,3,3,2,4,3,2,17504,1.25,14003,9,676,3729,1483,97.5,52.25,0,0,0,1,0
33,86,13,4,10,24,13,8,9,3,8,7,5,3,6,2,2,4,2,18967,0.86,22055,14,891,2777,1230,101.5,48.75,0,0,0,1,0
43,94,47,17,13,29,11,18,13,5,8,9,0,4,9,3,1,6,3,33524,0.62,54071,17,787,2414,1479,87.0,48.5,0,0,0,1,0
50,142,32,22,18,53,26,13,17,12,13,11,3,4,7,4,5,5,7,26575,0.95,27974,8,1117,3533,2064,106.5,50.75,0,0,0,1,0
189,89,62,64,83,73,26,27,22,34,20,21,16,10,14,14,10,17,5,29549,1.22,24220,35,1979,8206,4835,95.0,50.0,0,0,0,1,0
192,100,73,33,74,76,31,25,24,18,22,16,24,12,14,13,10,5,1,29519,0.88,33544,27,2061,7640,4225,106.25,53.75,0,0,0,1,0
125,93,37,75,24,45,16,27,12,12,15,8,10,29,21,8,8,3,8,22338,1.07,20877,24,1459,5094,2762,108.75,52.25,0,0,0,1,0
80,109,41,22,29,56,19,16,17,16,16,12,11,6,11,4,6,5,5,22526,0.73,30858,12,1281,3902,2197,95.25,49.5,0,0,0,1,0
282,83,79,63,168,81,30,37,21,113,28,25,17,14,18,13,18,14,16,24280,0.86,28233,54,2543,9400,5232,96.0,46.5,0,0,0,1,0
158,93,21,30,48,23,23,11,9,17,19,12,10,5,12,7,6,7,1,21895,10.95,2000,47,1036,4305,1661,103.25,50.0,0,0,0,1,0
87,169,41,27,29,61,27,24,24,10,26,10,9,12,18,10,4,7,3,33046,2.93,11278,37,1591,5715,2961,92.75,49.75,0,0,0,1,0
377,100,264,21,116,67,20,49,23,22,71,22,29,3,5,35,15,21,9,33556,4.7,7140,143,5257,48822,16653,43.0,46.5,0,0,0,1,0
27,55,18,12,6,18,6,10,10,4,6,5,1,4,5,2,3,6,4,15763,1.0,15763,5,619,3770,1763,94.5,49.0,0,0,0,1,0
17,92,12,22,2,17,10,3,6,0,6,3,1,1,3,4,0,3,0,16516,0.99,16683,8,916,7144,2989,94.5,50.5,0,0,0,1,0
139,144,59,25,72,44,22,22,19,26,33,9,22,2,7,12,9,15,6,28646,10.87,2635,40,2085,35893,18033,92.5,48.0,0,0,0,1,0
109,85,65,52,32,34,10,21,18,16,26,14,19,3,5,8,4,11,5,23558,0.59,39929,48,1829,15945,6850,86.25,50.5,0,0,0,1,0
27,78,27,11,18,23,11,13,7,5,9,6,6,1,5,4,3,6,3,22118,0.92,24041,20,740,5095,3263,103.0,46.5,0,0,0,1,0
123,106,55,257,30,46,28,37,17,20,22,18,14,4,13,16,9,14,6,33279,0.79,42125,53,2648,21204,11289,79.5,46.5,0,0,0,1,0
90,186,80,42,23,51,27,46,16,6,21,16,9,22,22,7,6,12,5,38879,2.96,13135,46,2665,14192,6326,85.0,50.75,0,0,0,1,0
149,205,105,54,39,98,25,36,27,29,30,28,24,24,25,10,10,21,10,46357,1.04,44574,52,2703,10580,5636,91.25,48.0,0,0,0,1,0
108,130,50,224,59,47,27,29,16,29,22,8,18,4,9,8,9,19,7,24391,6.41,3805,42,3300,15173,5308,91.5,51.5,0,0,0,1,0
37,102,26,13,13,28,10,8,14,3,13,8,2,1,1,2,1,6,2,24912,2.38,10467,15,918,4816,2214,106.0,50.75,0,0,0,1,0
94,98,75,19,36,48,18,26,24,15,22,16,18,4,12,7,7,16,7,41016,1.74,23572,45,2158,16499,6736,97.75,52.25,0,0,0,1,0
70,113,85,39,25,79,20,16,19,16,20,12,9,7,11,5,6,15,6,46405,1.36,34121,35,1689,8097,4489,87.25,47.25,0,0,0,1,0
202,212,116,60,144,94,37,45,38,56,54,23,24,8,15,20,19,16,15,54687,1.12,48828,49,3055,10631,5080,98.75,47.5,0,0,0,1,0
26,99,24,9,13,37,18,8,10,4,9,3,5,3,2,3,4,2,3,20041,0.47,42640,10,855,2861,1383,100.75,46.0,0,0,0,1,0
89,84,46,25,41,56,13,14,16,18,11,13,1,3,7,3,7,8,9,22730,0.51,44569,27,1208,4496,2467,89.0,48.0,0,0,0,1,0
103,118,37,44,47,58,21,25,15,30,15,18,9,19,21,8,6,2,8,22694,0.82,27676,23,1437,3762,1896,99.75,47.0,0,0,0,1,0
150,90,49,25,133,43,22,22,19,34,26,12,8,5,10,12,13,4,10,24840,1.12,22179,29,1777,11053,4906,89.0,44.25,0,0,0,1,0
79,123,69,39,32,59,14,31,16,11,13,15,1,11,18,6,4,10,7,26833,0.53,50628,17,1286,3957,2271,90.75,48.0,0,0,0,1,0
91,135,54,24,51,49,25,23,16,14,22,13,5,9,12,9,8,7,6,36390,1.11,32784,24,1379,4214,2437,105.25,50.0,0,0,0,1,0
146,26,36,4,80,26,12,21,9,25,19,11,10,1,4,19,7,8,3,17780,2.27,7833,64,1247,7821,3340,83.75,50.0,0,0,0,1,0
37,146,26,10,13,45,28,20,17,8,17,12,8,6,7,4,3,6,7,29484,0.96,30713,6,965,2433,1247,107.75,58.0,0,0,0,1,0
12,57,14,3,5,15,7,5,7,2,6,6,0,2,4,2,1,2,1,16693,0.8,20866,4,423,1907,926,92.0,49.0,0,0,0,1,0
74,39,29,23,55,30,7,14,13,14,17,9,7,3,6,8,3,7,2,18998,3.27,5810,20,893,5064,2412,101.75,51.75,0,0,0,1,0
155,58,44,6,56,47,26,54,20,28,31,21,0,1,5,16,11,10,22,24823,8.3,2991,69,1638,14497,6740,90.5,50.0,0,0,0,1,0
74,170,44,50,29,54,24,23,22,10,19,16,14,7,14,5,4,7,2,33295,1.38,24127,23,1584,5570,2803,109.25,52.75,0,0,0,1,0
87,73,41,177,28,55,15,30,15,16,20,15,2,8,11,9,5,9,2,26398,0.76,34734,23,1380,6620,3239,92.5,51.25,0,0,0,1,0
57,134,33,26,18,29,22,12,19,5,7,7,7,23,12,4,2,2,1,26068,2.66,9800,6,1044,2518,1314,122.5,58.25,0,0,0,1,0
60,62,34,8,18,27,20,13,18,6,20,11,4,2,6,6,4,2,9,24881,0.99,25132,21,1295,3300,1327,98.25,52.0,0,0,0,1,0
145,54,33,82,103,34,18,29,11,29,24,13,6,0,6,10,9,9,6,23933,0.65,36820,35,1288,7490,4139,99.25,53.25,0,0,0,1,0
21,95,35,11,8,36,10,11,10,1,9,6,7,3,4,5,2,3,2,33033,0.68,48578,12,870,2852,1419,96.5,47.25,0,0,0,1,0
168,26,99,54,110,58,17,24,21,47,33,14,6,5,6,10,8,3,18,22256,0.54,41215,50,1662,5860,2826,98.5,48.25,0,0,0,1,0
82,65,83,21,37,69,19,31,24,22,24,12,14,12,16,15,6,6,8,26442,0.64,41316,15,1388,4696,2233,97.0,48.0,0,0,0,1,0
69,53,34,19,26,37,15,20,12,11,9,13,3,19,17,5,2,5,4,20119,0.55,36580,11,843,2380,1345,97.75,51.75,0,0,0,1,0
121,109,59,24,30,54,19,26,21,16,22,22,22,4,13,8,7,12,3,35797,0.78,45894,27,1607,6657,2873,100.75,49.0,0,0,0,1,0
82,74,47,29,25,39,12,29,21,17,18,16,3,15,10,6,4,7,4,27293,1.08,25271,27,1087,3937,2110,100.0,51.5,0,0,0,1,0
137,476,58,44,69,45,27,12,16,33,20,15,28,8,10,32,5,4,7,19824,0.67,29588,33,2170,7399,3161,109.25,46.75,0,0,0,1,0
83,45,52,17,37,36,8,10,12,8,17,11,10,0,3,4,2,5,3,15716,0.39,40297,29,982,4436,2298,100.5,50.0,0,0,0,1,0
146,62,93,75,59,68,21,32,26,23,35,21,5,9,11,12,10,9,10,30242,1.18,25629,46,1854,10425,4904,100.75,49.25,0,0,0,1,0
16,35,24,6,10,22,7,8,10,2,6,4,1,4,3,2,0,4,2,16527,0.3,55090,12,426,1314,753,102.75,55.75,0,0,0,1,0
98,59,69,50,32,64,13,27,26,16,27,21,5,7,11,5,3,7,6,30438,0.72,42275,35,1459,6768,3693,105.0,51.5,0,0,0,1,0
73,29,64,20,20,36,20,26,15,6,21,12,5,3,7,4,4,14,1,36309,2.39,15192,39,1410,17237,5958,87.0,52.5,0,0,0,1,0
156,73,86,39,74,56,14,27,22,47,26,21,4,5,6,11,11,11,9,23282,0.56,41575,40,1818,7397,3106,104.25,48.75,0,0,0,1,0
91,130,52,27,29,40,15,26,17,11,15,12,4,2,10,6,3,12,6,27974,1.39,20125,28,1299,4925,2350,100.0,55.0,0,0,0,1,0
147,57,67,88,31,57,34,28,22,19,22,16,7,1,5,11,7,19,8,30476,1.02,29878,51,2728,15918,6851,106.75,53.25,0,0,0,1,0
108,61,50,23,54,49,17,32,18,21,20,16,8,3,12,11,7,8,6,22029,0.74,29769,48,1565,9574,4497,101.0,50.0,0,0,0,1,0
53,26,27,12,30,12,11,11,5,20,20,6,3,0,3,0,5,9,3,11891,1.1,10810,20,795,5787,2895,87.0,52.25,0,0,0,1,0
139,88,60,60,26,65,17,25,15,21,21,10,10,24,20,12,9,6,10,24476,0.57,42940,28,1672,8349,4063,103.5,49.25,0,0,0,1,0
66,132,49,13,38,52,17,19,24,18,20,9,10,5,5,5,3,7,3,27435,1.68,16330,22,1435,6636,2867,103.5,49.75,0,0,0,1,0
73,104,65,64,13,41,12,21,18,3,20,8,5,2,7,7,3,16,2,30132,1.2,25110,41,1337,6130,3311,92.0,50.25,0,0,0,1,0
134,95,61,74,50,59,18,26,17,48,21,22,8,22,16,87,12,5,11,24054,1.16,20736,45,1918,6688,3133,97.75,49.75,0,0,0,1,0
102,66,50,17,48,43,21,23,11,20,14,11,16,16,12,4,6,6,6,16500,0.62,26613,26,1637,6711,3422,104.75,50.0,0,0,0,1,0
95,94,64,25,37,60,18,21,18,23,20,7,10,4,7,6,3,10,3,22699,0.55,41271,28,1653,6616,3432,94.25,48.5,0,0,0,1,0
69,73,47,24,51,51,13,22,15,18,18,7,8,3,6,6,4,7,7,17843,0.6,29738,25,1296,5090,2383,99.0,48.5,0,0,0,1,0
86,149,43,50,34,53,23,25,20,18,18,4,2,10,12,6,7,9,6,31159,2.32,13431,28,1545,4769,2189,101.5,51.5,0,0,0,1,0
269,38,76,51,229,78,20,43,25,82,53,22,3,9,7,22,20,23,12,24804,1.16,21383,123,2427,16052,7980,88.25,48.5,0,0,0,1,0
63,33,21,18,64,32,31,8,8,45,11,3,6,11,10,70,3,1,9,16206,0.4,40515,4,944,2938,1582,113.5,51.0,0,0,0,1,0
124,179,50,26,43,70,34,25,23,21,20,17,13,8,19,12,7,14,6,34658,1.31,26456,25,1723,5372,2799,102.75,51.0,0,0,0,1,0
59,123,41,19,28,59,20,19,19,12,8,10,7,8,10,6,3,6,4,33715,0.8,42144,24,1190,3357,1914,105.75,54.5,0,0,0,1,0
54,109,36,21,24,44,16,17,12,7,9,12,9,4,10,2,5,6,5,22156,0.81,27353,20,993,6344,2703,118.0,49.5,0,0,0,1,0
124,113,27,85,44,43,27,21,11,24,14,19,10,5,8,11,13,7,7,24659,1.16,21258,34,2566,9578,4142,98.75,51.75,0,0,0,1,0
75,130,49,42,24,55,21,22,19,12,19,16,15,18,14,7,3,8,2,29543,1.02,28964,24,1408,3911,2023,104.25,52.0,0,0,0,1,0
26,76,24,5,17,21,7,11,12,3,9,4,5,0,8,3,2,2,3,21911,1.02,21481,11,732,3175,1705,114.75,51.5,0,0,0,1,0
247,150,87,31,86,78,69,31,24,35,27,14,23,10,12,64,11,9,7,36289,1.76,20619,49,7719,29273,12416,112.25,50.25,0,0,0,1,0
298,57,123,39,77,54,29,52,20,41,58,20,5,0,4,34,13,18,5,26974,1.02,26445,128,7466,87533,32556,76.0,46.5,0,0,0,1,0
133,87,65,87,98,67,47,38,21,40,17,14,4,42,18,62,8,6,9,27165,0.46,59054,27,2030,5391,3039,103.5,47.75,0,0,0,1,0
226,114,79,235,69,42,28,42,27,41,28,13,10,2,6,32,10,15,7,34085,1.03,33092,59,4976,27331,12593,88.75,48.0,0,0,0,1,0
63,162,32,9,13,31,20,14,12,9,20,14,8,3,11,5,5,7,6,25461,2.67,9536,21,1247,5825,2161,103.25,53.25,0,0,0,1,0
120,80,62,140,24,45,17,24,16,11,25,19,7,3,7,12,5,18,2,37615,1.47,25588,46,2859,15598,7949,80.75,47.0,0,0,0,1,0
73,81,28,23,30,37,16,17,19,17,21,13,5,7,15,5,7,4,4,22651,0.59,38392,18,1121,4513,2283,107.75,55.0,0,0,0,1,0
81,197,46,13,12,47,22,26,18,7,22,18,8,11,14,6,2,8,2,45398,4.6,9869,23,1579,7931,3412,86.5,50.0,0,0,0,1,0
439,175,218,688,86,48,54,73,18,34,95,29,17,3,3,57,21,21,7,24459,2.52,9706,213,15347,164278,57816,74.5,45.5,0,0,0,1,0
171,194,80,54,60,60,46,37,25,35,35,20,33,7,58,18,11,12,6,41826,2.09,20012,46,4113,24941,10005,92.5,52.75,0,0,0,1,0
81,90,30,17,30,50,23,13,13,13,13,9,7,7,13,7,5,2,6,22103,0.6,36838,14,1141,3467,1735,102.75,50.5,0,0,0,1,0
117,150,59,41,61,72,50,29,24,30,18,12,14,20,15,48,9,5,10,30702,0.92,33372,19,2094,6475,3343,109.25,47.0,0,0,0,1,0
72,76,29,11,47,37,24,12,10,27,12,10,6,3,4,13,7,2,3,18776,0.59,31824,16,989,3253,1669,104.5,49.5,0,0,0,1,0
240,163,78,122,94,82,39,60,27,48,32,26,15,36,26,19,15,17,9,37078,1.71,21683,44,3007,14122,7259,106.75,52.25,0,0,0,1,0
7,119,20,2,5,18,6,9,8,1,3,3,3,1,4,0,0,2,0,23253,1.26,18455,10,579,2010,1258,91.25,50.0,0,0,0,1,0
69,110,29,6,14,14,15,11,3,7,10,6,15,0,6,5,4,4,1,11740,1.07,10972,7,3245,10129,2965,132.5,53.75,0,0,0,1,0
32,129,21,13,15,39,17,10,10,6,11,8,6,2,7,3,3,2,4,22747,0.87,26146,5,811,1980,1098,108.0,47.0,0,0,0,1,0
69,130,29,21,33,47,30,24,18,13,9,19,7,10,13,3,7,4,7,21337,1.39,15350,17,1146,3357,1765,111.0,50.5,0,0,0,1,0
214,208,79,50,53,85,24,28,24,26,42,22,25,18,16,11,13,17,6,39990,1.41,28362,72,2893,12126,6348,98.75,51.0,0,0,0,1,0
103,185,64,17,26,60,19,38,21,27,32,25,5,2,11,7,11,21,12,41539,6.82,6091,70,1887,11982,5978,91.0,49.25,0,0,0,1,0
6,53,12,8,2,11,7,3,4,2,4,2,0,0,0,2,1,1,1,17021,0.8,21276,7,458,2255,895,94.5,51.0,0,0,0,1,0
163,153,61,24,51,70,23,24,21,32,23,24,20,1,16,9,10,8,8,41010,5.62,7297,47,3099,10628,4611,85.75,47.5,0,0,0,1,0
225,70,64,289,97,87,23,49,23,59,23,27,18,8,16,15,17,18,9,21624,0.61,35449,71,2619,10572,6261,87.25,45.25,0,0,0,1,0
87,155,40,18,35,42,24,14,16,17,11,10,4,13,10,4,9,5,3,26622,5.05,5272,19,1230,3799,1598,110.25,54.75,0,0,0,1,0
88,144,53,30,26,67,23,26,16,16,16,14,13,9,10,5,8,9,7,26230,1.01,25970,24,1610,4711,2553,102.5,48.25,0,0,0,1,0
114,87,58,20,18,53,18,22,15,20,24,21,2,10,9,13,8,12,6,35480,1.11,31964,32,1923,15812,9947,97.0,47.5,0,0,0,1,0
20,54,16,17,7,16,6,5,8,4,5,2,1,3,4,3,0,4,1,24427,0.67,36458,7,588,1930,1209,100.0,59.0,0,0,0,1,0
22,85,24,21,6,21,9,8,8,2,5,7,0,4,5,2,1,2,1,22348,0.81,27590,7,714,2494,1443,107.75,50.75,0,0,0,1,0
132,138,40,13,38,37,15,37,13,32,29,18,10,4,8,8,14,8,10,24087,1.16,20765,40,1526,6475,2676,96.75,52.5,0,0,0,1,0
21,152,17,9,5,24,12,13,9,2,15,9,1,2,8,3,0,4,0,26692,1.94,13759,16,914,3318,1458,94.5,53.75,0,0,0,1,0
32,166,33,37,2,28,13,15,13,2,10,9,1,3,6,3,0,10,1,32496,1.17,27774,15,985,4233,1925,95.75,49.5,0,0,0,1,0
31,60,36,18,9,36,14,27,14,4,10,7,6,1,8,2,1,9,2,28351,0.63,45002,24,997,4476,2508,91.5,49.75,0,0,0,1,0
49,141,23,226,13,37,22,20,12,2,8,12,1,1,9,10,1,13,0,37786,0.9,41984,20,1367,5580,3298,93.75,50.75,0,0,0,1,0
101,81,21,42,36,29,16,25,6,25,9,17,4,2,5,4,7,5,5,21841,1.7,12848,23,1054,3869,2199,92.0,46.75,0,0,0,1,0
51,78,37,20,19,31,16,27,16,6,10,18,6,2,6,6,4,4,5,26863,1.97,13636,34,1219,5462,3040,86.0,47.5,0,0,0,1,0
80,79,20,101,13,22,13,19,12,4,14,12,14,1,7,8,2,5,2,29901,1.55,19291,25,1119,7688,3834,96.5,52.5,0,0,0,1,0
16,76,16,2,2,16,6,8,7,0,5,5,0,1,2,0,0,2,2,23852,0.51,46769,2,414,1303,749,112.25,59.5,0,0,0,1,0
193,132,48,22,46,44,28,19,14,27,22,12,13,8,12,9,11,4,5,22839,8.72,2619,26,1707,6038,2502,106.5,51.0,0,0,0,1,0
83,126,41,17,34,41,14,11,15,7,13,10,9,9,5,5,3,7,2,29028,0.83,34973,26,1510,6689,2787,98.0,49.0,0,0,0,1,0
211,120,76,79,72,74,29,30,20,50,22,30,18,13,10,13,20,17,14,30563,0.69,44294,35,2340,13496,6188,92.5,46.0,0,0,0,1,0
75,107,17,32,11,53,22,21,14,10,12,10,8,22,13,6,5,6,3,21648,0.74,29254,14,1236,3053,1620,96.25,47.0,0,0,0,1,0
39,127,21,11,5,17,11,9,13,5,9,11,7,2,3,1,4,4,0,29336,2.64,11112,16,919,3546,1797,97.5,54.0,0,0,0,1,0
32,92,21,7,8,31,20,15,15,3,14,12,4,3,8,5,4,6,1,22428,1.24,18087,27,919,3870,1958,96.0,48.0,0,0,0,1,0
70,107,30,33,25,52,15,27,15,16,13,11,8,3,6,6,7,8,10,20580,0.54,38111,19,1303,5672,3063,93.25,48.5,0,0,0,1,0
60,65,38,32,18,33,18,15,10,6,13,12,11,11,13,6,2,5,3,17406,0.5,34812,17,990,4129,2165,96.25,50.0,0,0,0,1,0
12,73,16,19,2,28,11,16,11,1,9,5,1,2,6,2,0,1,2,20102,0.52,38658,7,631,2140,1170,90.25,50.25,0,0,0,1,0
66,497,47,28,16,40,16,15,15,13,15,6,9,4,9,3,4,9,4,26725,0.88,30369,17,1514,4262,2118,92.5,48.5,0,0,0,1,0
68,165,40,39,19,61,18,14,24,7,20,19,9,9,16,7,6,9,8,31351,1.07,29300,17,1389,4424,2045,94.75,50.0,0,0,0,1,0
66,82,26,18,32,32,10,16,12,12,9,9,11,7,9,3,4,5,0,15150,0.67,22612,13,929,2199,1180,104.5,50.0,0,0,0,1,0
65,77,37,21,28,26,13,24,11,15,15,14,2,3,1,5,5,10,5,28464,0.96,29650,13,1323,7393,3504,100.5,50.0,0,0,0,1,0
85,85,47,28,27,42,13,19,14,18,17,14,8,3,10,10,10,11,7,26029,0.7,37184,40,2184,7403,3571,93.0,47.0,0,0,0,1,0
79,94,70,28,20,32,15,16,10,14,21,10,8,1,5,3,5,6,5,29492,0.81,36410,23,1982,7322,3324,101.5,52.75,0,0,0,1,0
97,144,57,27,31,43,25,20,17,13,18,8,26,12,14,7,6,7,8,28970,0.85,34082,16,2192,7614,3242,115.25,53.75,0,0,0,1,0
347,105,109,77,59,49,66,47,27,25,47,16,24,23,14,24,14,10,6,31961,1.61,19852,86,5385,30781,14517,110.25,49.25,0,0,0,1,0
112,95,57,13,61,52,22,39,17,15,29,23,9,7,5,18,6,9,13,26940,1.04,25904,62,1416,6777,3170,112.75,53.25,0,0,0,1,0
32,77,32,7,17,24,9,8,9,6,13,6,3,3,8,3,1,4,1,22004,0.69,31890,13,711,2358,1011,113.5,53.25,0,0,0,1,0
245,185,100,67,75,76,33,44,35,31,46,21,100,9,20,18,16,11,12,39212,1.25,31370,49,4498,20754,9353,104.25,46.75,0,0,0,1,0
226,146,63,132,66,83,37,44,29,31,32,21,21,6,20,14,19,13,6,31649,1.09,29036,45,3068,11606,6384,101.75,46.75,0,0,0,1,0
153,111,80,223,53,67,28,45,18,19,33,18,17,12,21,6,7,12,7,30988,1.19,26040,49,2200,7834,3717,109.5,56.0,0,0,0,1,0
37,88,20,11,14,32,14,19,13,8,12,8,3,2,2,7,4,5,2,20351,0.86,23664,20,914,5081,2396,116.75,50.75,0,0,0,1,0
