,기간,자치구행정동명,한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방
1128,2017,송파구 가락본동,253,85,88,41,67,55,17,34,18,130,33,23,19,9,4,9,17,14,10
1129,2017,송파구 거여1동,45,88,21,9,17,32,8,12,9,13,11,6,8,5,7,4,5,2,4
1130,2017,송파구 거여2동,44,94,37,9,18,28,8,9,12,12,9,9,5,5,8,1,5,5,4
1131,2017,송파구 마천1동,71,159,44,13,35,38,18,8,15,10,11,5,5,3,8,2,5,2,2
1132,2017,송파구 마천2동,87,157,29,49,28,44,16,14,10,11,8,12,8,9,15,7,5,7,2
1133,2017,송파구 문정1동,80,65,62,82,9,49,10,15,15,21,15,12,17,0,9,9,7,4,2
1134,2017,송파구 문정2동,207,15,161,312,21,29,15,48,19,5,51,17,6,2,3,18,2,14,4
1135,2017,송파구 방이1동,111,42,33,28,21,41,5,14,12,16,19,8,12,1,2,7,7,8,2
1136,2017,송파구 방이2동,238,72,74,33,109,43,16,24,22,59,34,26,16,5,9,23,21,10,10
1137,2017,송파구 삼전동,127,108,82,24,44,80,15,32,29,23,27,24,25,4,12,14,12,12,11
1138,2017,송파구 석촌동,181,103,107,42,59,73,25,28,28,59,39,24,16,2,12,9,14,9,6
1139,2017,송파구 송파1동,116,465,66,26,53,70,13,16,22,32,22,11,12,2,9,9,11,18,3
1140,2017,송파구 송파2동,25,32,52,26,8,36,16,34,14,1,8,8,4,4,7,3,0,11,3
1141,2017,송파구 오금동,111,158,63,26,35,55,29,18,31,17,21,20,42,0,17,10,9,8,7
1142,2017,송파구 오륜동,14,2,22,66,1,13,9,7,5,0,6,3,2,3,2,2,0,4,1
1143,2017,송파구 위례동,34,46,64,11,4,23,5,18,2,0,10,7,0,3,7,6,0,15,1
1144,2017,송파구 잠실2동,24,17,59,45,1,28,9,22,10,0,11,4,0,6,7,0,0,12,0
1145,2017,송파구 잠실3동,57,27,88,412,3,31,16,40,16,0,10,5,1,2,4,9,0,19,0
1146,2017,송파구 잠실4동,14,16,55,10,5,22,10,10,12,0,6,7,0,3,11,1,1,4,2
1147,2017,송파구 잠실6동,147,550,34,221,10,36,17,44,10,3,20,9,1,3,2,16,3,20,0
1148,2017,송파구 잠실7동,4,3,14,13,0,9,10,4,5,0,2,1,0,2,4,2,0,3,0
1149,2017,송파구 잠실본동,325,48,88,49,151,92,19,49,29,73,43,40,17,18,7,16,18,15,19
1150,2017,송파구 장지동,70,140,58,5,23,46,17,13,18,15,20,19,11,2,9,9,5,6,5
1151,2017,송파구 풍납1동,66,69,25,15,16,31,15,15,11,11,6,5,5,8,9,4,2,5,3
1152,2017,송파구 풍납2동,51,62,43,21,16,32,13,12,20,10,13,19,6,3,7,3,3,5,3
1153,2017,양천구 목1동,186,37,69,297,56,63,14,48,12,24,26,12,6,3,5,17,7,20,6
1154,2017,양천구 목2동,64,85,63,17,27,46,20,15,17,14,20,14,7,4,7,7,7,8,4
1155,2017,양천구 목3동,61,66,47,44,51,56,15,22,17,23,14,15,6,6,12,6,8,7,6
1156,2017,양천구 목4동,82,64,46,22,33,68,21,30,18,17,15,20,9,8,19,7,5,10,2
1157,2017,양천구 목5동,57,23,97,37,12,43,18,28,26,4,17,16,0,3,10,8,3,13,4
1158,2017,양천구 신월1동,122,147,48,46,66,65,30,20,13,22,15,13,23,28,19,9,7,5,20
1159,2017,양천구 신월2동,37,141,39,18,16,26,22,10,14,6,8,6,7,6,13,3,6,5,3
1160,2017,양천구 신월3동,51,120,12,15,20,30,30,9,8,6,9,2,11,3,12,2,3,2,3
1161,2017,양천구 신월4동,74,156,25,8,42,44,10,11,9,14,13,13,11,8,6,6,4,3,0
1162,2017,양천구 신월5동,65,91,28,24,16,32,16,11,10,13,13,11,18,3,4,4,4,3,5
1163,2017,양천구 신월6동,29,50,18,8,10,12,6,4,4,9,4,1,3,3,6,1,4,1,2
1164,2017,양천구 신월7동,69,170,33,21,21,44,23,13,13,19,9,17,9,5,9,5,8,5,6
1165,2017,양천구 신정1동,75,28,63,26,42,39,8,17,12,18,10,14,17,7,13,4,4,8,3
1166,2017,양천구 신정2동,63,53,41,27,9,48,13,19,12,13,11,14,10,11,16,5,4,8,1
1167,2017,양천구 신정3동,53,213,55,16,22,50,38,24,21,13,15,14,5,3,5,5,5,9,6
1168,2017,양천구 신정4동,164,139,90,79,85,108,40,36,31,53,33,22,25,8,14,13,10,15,11
1169,2017,양천구 신정6동,17,16,47,13,3,17,8,9,13,0,9,5,0,5,6,0,0,5,1
1170,2017,양천구 신정7동,46,82,31,11,9,42,14,16,12,6,8,13,7,5,7,7,4,13,7
1171,2017,영등포구 당산1동,211,54,69,15,110,51,19,27,17,42,32,12,14,4,8,14,12,5,3
1172,2017,영등포구 당산2동,150,49,81,17,45,37,17,28,24,15,35,12,3,4,4,13,11,12,3
1173,2017,영등포구 대림1동,66,41,39,30,34,42,24,16,8,16,14,13,9,21,11,22,4,4,5
1174,2017,영등포구 대림2동,75,51,43,36,60,63,34,6,11,43,15,5,3,13,13,206,9,3,11
1175,2017,영등포구 대림3동,109,107,56,13,63,55,33,23,15,58,24,13,22,4,10,78,12,4,12
1176,2017,영등포구 도림동,53,89,33,12,25,39,26,8,17,13,11,9,19,4,4,14,3,4,4
1177,2017,영등포구 문래동,219,82,57,55,49,32,28,41,15,11,34,13,21,11,10,16,11,11,4
1178,2017,영등포구 신길1동,80,56,40,33,38,47,37,17,23,23,15,9,5,8,7,15,9,5,8
1179,2017,영등포구 신길3동,66,96,29,46,21,37,24,13,14,13,9,9,8,8,9,7,4,3,4
1180,2017,영등포구 신길4동,23,47,22,5,9,21,14,6,9,3,6,6,3,1,2,8,1,0,0
1181,2017,영등포구 신길5동,33,54,19,5,16,15,20,6,8,11,3,5,7,1,2,23,3,0,1
1182,2017,영등포구 신길6동,99,60,68,12,21,41,25,15,15,21,12,9,19,4,8,6,1,4,3
1183,2017,영등포구 신길7동,34,24,33,6,13,16,9,10,5,6,11,8,5,3,4,4,1,6,1
1184,2017,영등포구 양평1동,127,1086,37,15,27,22,21,19,14,6,18,8,24,2,4,15,4,5,2
1185,2017,영등포구 양평2동,135,77,46,7,39,23,27,19,15,12,29,6,24,3,8,16,7,10,2
1186,2017,영등포구 여의도동,687,25,112,88,107,48,82,76,17,12,72,34,7,9,5,65,19,42,5
1187,2017,영등포구 영등포동,427,52,104,452,109,61,92,54,20,54,58,28,24,39,25,37,26,19,11
1188,2017,영등포구 영등포본동,87,78,41,216,25,31,36,24,12,17,21,9,3,10,11,27,4,6,6
1189,2017,용산구 남영동,178,13,22,85,48,16,23,31,5,19,38,10,7,2,3,21,12,17,7
1190,2017,용산구 보광동,70,63,47,22,25,41,27,16,12,4,9,17,6,3,4,3,5,5,2
1191,2017,용산구 서빙고동,19,32,14,16,1,11,12,6,3,0,7,1,5,0,1,3,0,4,0
1192,2017,용산구 용문동,50,45,24,15,16,28,11,10,7,5,4,12,4,11,13,1,1,4,1
1193,2017,용산구 용산2가동,27,37,23,6,26,19,16,8,7,2,12,6,1,5,5,2,1,5,1
1194,2017,용산구 원효로1동,133,36,63,8,34,24,15,21,11,12,17,10,8,5,2,14,3,9,4
1195,2017,용산구 원효로2동,45,60,26,12,11,18,17,8,7,5,11,5,14,2,4,10,3,5,1
1196,2017,용산구 이촌1동,53,9,53,64,18,34,18,19,9,2,8,5,2,9,11,8,1,16,2
1197,2017,용산구 이촌2동,13,57,25,2,0,8,5,2,6,0,4,5,6,4,2,1,0,3,1
1198,2017,용산구 이태원1동,90,11,24,225,137,16,13,17,8,4,18,8,6,0,0,15,3,11,1
1199,2017,용산구 이태원2동,44,20,36,16,48,16,7,10,8,3,13,2,0,4,1,6,0,18,1
1200,2017,용산구 청파동,120,72,61,21,44,51,36,50,18,10,21,10,10,8,11,6,3,11,7
1201,2017,용산구 한강로동,272,26,156,93,53,30,52,39,18,19,43,7,13,4,4,20,9,21,1
1202,2017,용산구 한남동,147,50,96,55,50,29,36,21,13,11,20,12,9,3,7,18,3,24,2
1203,2017,용산구 효창동,22,43,13,5,2,7,13,5,5,0,8,1,3,0,0,1,1,3,0
1204,2017,용산구 후암동,63,53,40,17,15,24,23,15,10,2,14,9,5,6,9,6,2,6,2
1205,2017,은평구 갈현1동,145,85,56,29,80,60,25,27,18,43,16,18,3,8,14,13,14,14,10
1206,2017,은평구 갈현2동,122,86,52,63,65,69,30,36,13,25,25,17,6,9,17,8,12,9,8
1207,2017,은평구 구산동,36,155,43,18,11,52,21,28,16,3,19,11,10,2,9,4,1,9,0
1208,2017,은평구 녹번동,130,301,73,12,30,56,29,16,17,16,19,15,19,3,8,8,9,7,6
1209,2017,은평구 대조동,195,104,126,257,69,88,39,47,20,26,29,20,6,59,20,15,10,14,6
1210,2017,은평구 불광1동,120,106,99,36,37,68,28,37,23,23,19,23,1,12,10,6,5,13,4
1211,2017,은평구 불광2동,102,93,50,40,38,64,24,22,14,6,15,14,10,29,17,4,4,6,4
1212,2017,은평구 수색동,36,51,42,12,28,16,15,7,7,5,1,4,3,6,9,5,2,3,1
1213,2017,은평구 신사1동,57,118,64,25,24,66,18,16,21,17,15,11,9,5,9,7,6,7,8
1214,2017,은평구 신사2동,31,118,36,9,9,36,17,14,16,1,11,12,7,3,8,3,1,5,0
1215,2017,은평구 역촌동,143,214,113,42,82,110,36,39,26,24,33,22,27,10,17,11,13,13,11
1216,2017,은평구 응암1동,92,84,84,45,30,54,21,21,12,14,21,13,3,6,11,6,6,6,3
1217,2017,은평구 응암2동,37,68,48,10,11,29,11,12,9,9,6,4,4,3,7,2,4,2,1
1218,2017,은평구 응암3동,169,103,55,79,84,69,27,31,20,38,20,26,15,17,20,9,15,13,10
1219,2017,은평구 증산동,68,85,40,12,27,33,17,16,9,7,13,9,6,5,9,5,8,6,4
1220,2017,은평구 진관동,106,85,85,85,10,55,34,35,26,4,22,24,2,3,17,12,2,19,3
1221,2017,종로구 가회동,77,7,16,26,12,8,9,17,3,4,7,4,1,2,2,5,2,12,0
1222,2017,종로구 교남동,21,13,23,4,2,7,6,5,7,1,11,5,1,1,0,2,0,4,1
1223,2017,종로구 무악동,9,315,9,0,0,10,5,3,5,1,3,4,2,2,1,2,0,2,2
1224,2017,종로구 부암동,34,17,17,13,10,9,10,8,10,1,10,1,8,0,0,6,1,4,0
1225,2017,종로구 사직동,344,7,53,43,97,25,33,43,11,12,28,13,4,4,2,28,10,16,1
1226,2017,종로구 삼청동,56,6,7,59,4,1,13,22,1,0,5,1,0,0,0,4,0,10,0
1227,2017,종로구 숭인1동,24,17,15,5,5,13,9,2,4,0,6,4,1,1,0,1,1,2,1
1228,2017,종로구 숭인2동,94,23,33,28,29,18,25,20,8,15,21,9,0,5,5,8,8,5,3
1229,2017,종로구 이화동,108,12,14,22,31,8,15,22,4,4,19,7,4,0,2,12,3,14,2
1230,2017,종로구 종로1.2.3.4가동,925,15,115,256,307,39,137,115,21,49,81,30,8,22,6,72,35,39,7
1231,2017,종로구 종로5·6가동,277,16,76,91,39,18,55,58,5,11,23,14,2,5,8,11,12,5,1
1232,2017,종로구 창신1동,105,7,32,61,19,14,28,21,4,10,7,11,0,4,6,14,7,5,9
1233,2017,종로구 창신2동,64,25,15,12,13,19,20,11,7,5,2,3,0,5,5,3,3,4,2
1234,2017,종로구 창신3동,12,20,15,0,0,11,5,3,5,0,3,3,1,3,3,1,0,2,0
1235,2017,종로구 청운효자동,71,17,28,26,14,15,18,21,9,1,9,4,1,9,8,6,1,19,1
1236,2017,종로구 평창동,56,16,31,16,23,19,11,13,9,3,8,4,4,2,6,8,3,4,1
1237,2017,종로구 혜화동,179,30,41,25,106,37,19,54,15,17,29,20,2,1,7,17,10,9,14
1238,2017,중구 광희동,297,22,56,1210,55,19,75,53,7,13,36,11,5,19,7,20,13,16,2
1239,2017,중구 다산동,82,49,22,25,28,22,23,16,11,17,13,8,7,2,5,4,4,5,0
1240,2017,중구 동화동,47,34,28,15,7,23,9,7,5,5,9,7,1,3,9,4,6,3,3
1241,2017,중구 명동,474,2,86,249,64,63,73,93,5,10,71,17,0,3,1,52,16,26,2
1242,2017,중구 소공동,279,4,16,392,26,20,38,42,3,5,38,8,0,2,1,28,9,29,1
1243,2017,중구 신당5동,105,30,33,34,41,23,15,16,9,14,6,11,4,3,5,5,3,3,6
1244,2017,중구 신당동,101,16,95,80,34,26,78,48,8,21,26,13,5,3,2,17,9,7,1
1245,2017,중구 약수동,59,33,38,27,14,34,13,14,12,6,11,7,3,3,6,0,3,6,3
1246,2017,중구 을지로동,256,5,47,71,52,8,67,32,5,12,25,8,1,0,0,16,19,5,0
1247,2017,중구 장충동,70,7,12,14,13,8,6,6,3,2,14,6,0,1,1,5,3,8,1
1248,2017,중구 중림동,84,25,23,4,25,18,13,10,6,6,10,6,3,7,5,5,3,6,2
1249,2017,중구 청구동,28,41,22,12,12,18,10,4,7,2,7,5,0,4,3,2,3,3,2
1250,2017,중구 필동,167,13,30,5,58,13,18,27,4,18,25,6,2,1,1,12,8,8,5
1251,2017,중구 황학동,162,31,31,33,18,22,36,21,7,9,11,7,2,21,20,3,5,2,0
1252,2017,중구 회현동,254,3,22,816,27,19,103,48,9,9,34,9,1,7,4,28,7,21,2
1253,2017,중랑구 망우3동,62,103,26,11,19,39,21,11,11,6,10,3,12,3,6,6,1,3,1
1254,2017,중랑구 망우본동,209,216,61,67,74,71,47,44,24,43,29,15,23,23,31,11,13,13,7
1255,2017,중랑구 면목2동,121,172,46,28,39,60,34,19,20,20,18,9,11,8,15,7,7,7,5
1256,2017,중랑구 면목3.8동,168,137,55,54,76,65,35,39,15,49,18,20,9,11,13,8,17,3,12
1257,2017,중랑구 면목4동,57,111,35,12,23,35,23,10,15,9,10,5,7,4,1,4,4,3,1
1258,2017,중랑구 면목5동,46,94,14,14,11,21,15,12,10,5,6,6,11,2,3,3,4,1,2
1259,2017,중랑구 면목7동,104,99,43,37,38,51,23,18,11,23,12,12,12,24,16,4,6,5,2
1260,2017,중랑구 면목본동,170,187,86,52,78,74,46,35,31,29,23,18,6,20,25,9,8,11,7
1261,2017,중랑구 묵1동,109,151,53,28,28,56,23,30,21,19,18,7,7,5,11,3,5,7,4
1262,2017,중랑구 묵2동,97,410,46,34,39,46,22,18,16,24,11,13,15,4,7,12,9,1,3
1263,2017,중랑구 상봉1동,35,109,25,69,12,40,22,16,14,10,15,8,5,1,5,5,4,5,2
1264,2017,중랑구 상봉2동,246,64,57,68,92,41,26,23,15,66,26,16,23,3,7,9,18,3,18
1265,2017,중랑구 신내1동,113,225,39,27,34,48,22,20,18,15,15,23,11,1,6,8,6,10,7
1266,2017,중랑구 신내2동,48,95,31,42,15,32,11,17,12,2,6,12,2,3,10,3,1,8,1
1267,2017,중랑구 중화1동,41,115,36,17,9,42,24,18,12,5,11,7,2,4,5,0,0,2,0
1268,2017,중랑구 중화2동,180,161,39,46,90,63,40,33,14,41,14,20,14,27,18,9,13,8,10
1269,2018,강남구 개포1동,8,29,19,3,0,9,4,2,4,0,2,0,1,2,1,1,0,0,0
1270,2018,강남구 개포2동,45,19,88,6,14,27,9,11,10,8,8,8,3,5,4,2,5,3,1
1271,2018,강남구 개포4동,92,51,48,22,14,30,7,19,14,14,24,10,27,2,4,7,9,6,4
1272,2018,강남구 논현1동,300,30,141,78,110,107,24,41,38,36,62,18,8,10,18,23,13,12,10
1273,2018,강남구 논현2동,318,18,106,66,72,71,22,54,29,19,57,15,16,1,5,27,12,30,6
1274,2018,강남구 대치1동,47,2,88,21,4,28,10,23,9,6,18,10,2,1,7,3,2,12,5
1275,2018,강남구 대치2동,198,21,139,129,26,60,36,39,24,9,36,16,12,14,10,17,11,13,4
1276,2018,강남구 대치4동,232,16,156,62,49,85,19,54,24,28,50,25,10,5,6,26,14,25,8
1277,2018,강남구 도곡1동,73,33,67,27,14,31,8,17,12,2,23,8,10,2,1,4,4,9,2
1278,2018,강남구 도곡2동,78,1,72,35,23,25,13,13,12,11,20,4,8,2,5,12,5,13,2
1279,2018,강남구 삼성1동,244,20,72,225,38,30,18,28,10,17,51,14,7,2,4,29,12,24,3
1280,2018,강남구 삼성2동,151,22,171,30,40,63,17,30,24,9,51,17,13,4,6,14,7,19,3
1281,2018,강남구 세곡동,68,112,63,3,10,25,23,16,15,2,18,15,13,1,9,4,1,6,2
1282,2018,강남구 수서동,89,33,44,7,13,20,8,13,9,4,15,9,0,0,2,8,2,9,2
1283,2018,강남구 신사동,222,20,65,268,75,94,13,41,17,22,38,16,3,4,8,30,7,34,5
1284,2018,강남구 압구정동,206,5,81,321,71,139,23,49,18,11,42,13,2,5,3,21,6,28,6
1285,2018,강남구 역삼1동,859,38,453,221,178,178,50,113,60,83,149,56,18,4,5,67,42,50,29
1286,2018,강남구 역삼2동,172,18,174,27,12,37,23,23,27,10,42,16,8,6,7,20,10,11,6
1287,2018,강남구 일원1동,79,57,22,10,27,28,13,14,11,21,11,9,11,7,6,4,7,3,8
1288,2018,강남구 일원2동,27,12,30,13,5,10,5,8,7,0,5,2,0,0,3,4,0,3,1
1289,2018,강남구 일원본동,15,10,38,7,3,25,13,7,12,0,9,2,1,4,3,1,0,6,1
1290,2018,강남구 청담동,187,12,115,147,48,148,17,38,26,6,49,12,10,5,8,20,5,27,2
1291,2018,강동구 강일동,33,176,29,3,4,24,9,11,14,3,16,7,4,0,5,2,2,10,4
1292,2018,강동구 고덕1동,30,84,54,8,15,27,9,11,12,3,8,6,5,4,4,3,2,9,1
1293,2018,강동구 고덕2동,47,87,37,9,11,13,12,3,3,6,5,9,10,7,6,4,4,1,1
1294,2018,강동구 길동,261,266,144,56,138,126,35,58,38,44,50,27,30,30,26,16,20,22,10
1295,2018,강동구 둔촌2동,101,140,66,21,31,62,15,18,18,16,17,11,15,3,8,6,7,7,8
1296,2018,강동구 명일1동,113,77,55,82,38,69,16,45,14,23,15,12,8,31,13,9,12,14,6
1297,2018,강동구 명일2동,45,32,36,42,7,27,11,28,10,6,9,6,4,1,5,1,5,13,9
1298,2018,강동구 상일동,71,106,42,4,16,14,15,8,11,9,10,8,5,2,3,10,3,2,2
1299,2018,강동구 성내1동,122,97,51,14,36,31,12,28,16,12,19,5,18,2,4,11,8,9,1
1300,2018,강동구 성내2동,144,99,83,22,55,76,19,31,20,25,23,21,16,14,10,11,11,26,9
1301,2018,강동구 성내3동,184,92,100,53,77,80,13,40,22,31,27,19,19,19,19,14,18,22,12
1302,2018,강동구 암사1동,131,225,64,38,49,82,27,30,24,26,25,14,13,23,16,8,9,16,8
1303,2018,강동구 암사2동,54,72,38,12,13,27,9,6,8,6,9,6,5,2,2,4,3,6,3
1304,2018,강동구 암사3동,18,69,22,14,4,23,8,6,6,0,4,2,4,4,6,0,0,4,0
1305,2018,강동구 천호1동,77,171,55,37,31,70,22,19,24,6,20,16,11,6,10,4,4,8,4
1306,2018,강동구 천호2동,281,191,96,415,118,91,41,41,33,35,39,14,25,22,23,15,12,16,9
1307,2018,강동구 천호3동,114,129,79,106,60,56,31,29,21,13,23,21,7,7,10,8,8,11,10
1308,2018,강북구 미아동,148,78,69,42,63,82,23,27,20,24,31,15,9,10,7,5,12,16,7
1309,2018,강북구 번1동,130,68,60,31,66,59,27,32,17,35,29,9,5,6,9,7,6,5,5
1310,2018,강북구 번2동,28,107,11,1,8,21,16,8,10,4,5,4,10,3,3,2,4,3,2
1311,2018,강북구 번3동,33,86,13,4,10,24,13,8,9,3,8,7,5,3,6,2,2,4,2
1312,2018,강북구 삼각산동,43,94,47,17,13,29,11,18,13,5,8,9,0,4,9,3,1,6,3
1313,2018,강북구 삼양동,50,142,32,22,18,53,26,13,17,12,13,11,3,4,7,4,5,5,7
1314,2018,강북구 송중동,189,89,62,64,83,73,26,27,22,34,20,21,16,10,14,14,10,17,5
1315,2018,강북구 송천동,192,100,73,33,74,76,31,25,24,18,22,16,24,12,14,13,10,5,1
1316,2018,강북구 수유1동,125,93,37,75,24,45,16,27,12,12,15,8,10,29,21,8,8,3,8
1317,2018,강북구 수유2동,80,109,41,22,29,56,19,16,17,16,16,12,11,6,11,4,6,5,5
1318,2018,강북구 수유3동,282,83,79,63,168,81,30,37,21,113,28,25,17,14,18,13,18,14,16
1319,2018,강북구 우이동,158,93,21,30,48,23,23,11,9,17,19,12,10,5,12,7,6,7,1
1320,2018,강북구 인수동,87,169,41,27,29,61,27,24,24,10,26,10,9,12,18,10,4,7,3
1321,2018,강서구 가양1동,377,100,264,21,116,67,20,49,23,22,71,22,29,3,5,35,15,21,9
1322,2018,강서구 가양2동,27,55,18,12,6,18,6,10,10,4,6,5,1,4,5,2,3,6,4
1323,2018,강서구 가양3동,17,92,12,22,2,17,10,3,6,0,6,3,1,1,3,4,0,3,0
1324,2018,강서구 공항동,139,144,59,25,72,44,22,22,19,26,33,9,22,2,7,12,9,15,6
1325,2018,강서구 등촌1동,109,85,65,52,32,34,10,21,18,16,26,14,19,3,5,8,4,11,5
1326,2018,강서구 등촌2동,27,78,27,11,18,23,11,13,7,5,9,6,6,1,5,4,3,6,3
1327,2018,강서구 등촌3동,123,106,55,257,30,46,28,37,17,20,22,18,14,4,13,16,9,14,6
1328,2018,강서구 발산1동,90,186,80,42,23,51,27,46,16,6,21,16,9,22,22,7,6,12,5
1329,2018,강서구 방화1동,149,205,105,54,39,98,25,36,27,29,30,28,24,24,25,10,10,21,10
1330,2018,강서구 방화2동,108,130,50,224,59,47,27,29,16,29,22,8,18,4,9,8,9,19,7
1331,2018,강서구 방화3동,37,102,26,13,13,28,10,8,14,3,13,8,2,1,1,2,1,6,2
1332,2018,강서구 염창동,94,98,75,19,36,48,18,26,24,15,22,16,18,4,12,7,7,16,7
1333,2018,강서구 우장산동,70,113,85,39,25,79,20,16,19,16,20,12,9,7,11,5,6,15,6
1334,2018,강서구 화곡1동,202,212,116,60,144,94,37,45,38,56,54,23,24,8,15,20,19,16,15
1335,2018,강서구 화곡2동,26,99,24,9,13,37,18,8,10,4,9,3,5,3,2,3,4,2,3
1336,2018,강서구 화곡3동,89,84,46,25,41,56,13,14,16,18,11,13,1,3,7,3,7,8,9
1337,2018,강서구 화곡4동,103,118,37,44,47,58,21,25,15,30,15,18,9,19,21,8,6,2,8
1338,2018,강서구 화곡6동,150,90,49,25,133,43,22,22,19,34,26,12,8,5,10,12,13,4,10
1339,2018,강서구 화곡8동,79,123,69,39,32,59,14,31,16,11,13,15,1,11,18,6,4,10,7
1340,2018,강서구 화곡본동,91,135,54,24,51,49,25,23,16,14,22,13,5,9,12,9,8,7,6
1341,2018,관악구 낙성대동,146,26,36,4,80,26,12,21,9,25,19,11,10,1,4,19,7,8,3
1342,2018,관악구 난곡동,37,146,26,10,13,45,28,20,17,8,17,12,8,6,7,4,3,6,7
1343,2018,관악구 난향동,12,57,14,3,5,15,7,5,7,2,6,6,0,2,4,2,1,2,1
1344,2018,관악구 남현동,74,39,29,23,55,30,7,14,13,14,17,9,7,3,6,8,3,7,2
1345,2018,관악구 대학동,155,58,44,6,56,47,26,54,20,28,31,21,0,1,5,16,11,10,22
1346,2018,관악구 미성동,74,170,44,50,29,54,24,23,22,10,19,16,14,7,14,5,4,7,2
1347,2018,관악구 보라매동,87,73,41,177,28,55,15,30,15,16,20,15,2,8,11,9,5,9,2
1348,2018,관악구 삼성동,57,134,33,26,18,29,22,12,19,5,7,7,7,23,12,4,2,2,1
1349,2018,관악구 서림동,60,62,34,8,18,27,20,13,18,6,20,11,4,2,6,6,4,2,9
1350,2018,관악구 서원동,145,54,33,82,103,34,18,29,11,29,24,13,6,0,6,10,9,9,6
1351,2018,관악구 성현동,21,95,35,11,8,36,10,11,10,1,9,6,7,3,4,5,2,3,2
1352,2018,관악구 신림동,168,26,99,54,110,58,17,24,21,47,33,14,6,5,6,10,8,3,18
1353,2018,관악구 신사동,82,65,83,21,37,69,19,31,24,22,24,12,14,12,16,15,6,6,8
1354,2018,관악구 신원동,69,53,34,19,26,37,15,20,12,11,9,13,3,19,17,5,2,5,4
1355,2018,관악구 은천동,121,109,59,24,30,54,19,26,21,16,22,22,22,4,13,8,7,12,3
1356,2018,관악구 인헌동,82,74,47,29,25,39,12,29,21,17,18,16,3,15,10,6,4,7,4
1357,2018,관악구 조원동,137,476,58,44,69,45,27,12,16,33,20,15,28,8,10,32,5,4,7
1358,2018,관악구 중앙동,83,45,52,17,37,36,8,10,12,8,17,11,10,0,3,4,2,5,3
1359,2018,관악구 청룡동,146,62,93,75,59,68,21,32,26,23,35,21,5,9,11,12,10,9,10
1360,2018,관악구 청림동,16,35,24,6,10,22,7,8,10,2,6,4,1,4,3,2,0,4,2
1361,2018,관악구 행운동,98,59,69,50,32,64,13,27,26,16,27,21,5,7,11,5,3,7,6
1362,2018,광진구 광장동,73,29,64,20,20,36,20,26,15,6,21,12,5,3,7,4,4,14,1
1363,2018,광진구 구의1동,156,73,86,39,74,56,14,27,22,47,26,21,4,5,6,11,11,11,9
1364,2018,광진구 구의2동,91,130,52,27,29,40,15,26,17,11,15,12,4,2,10,6,3,12,6
1365,2018,광진구 구의3동,147,57,67,88,31,57,34,28,22,19,22,16,7,1,5,11,7,19,8
1366,2018,광진구 군자동,108,61,50,23,54,49,17,32,18,21,20,16,8,3,12,11,7,8,6
1367,2018,광진구 능동,53,26,27,12,30,12,11,11,5,20,20,6,3,0,3,0,5,9,3
1368,2018,광진구 자양1동,139,88,60,60,26,65,17,25,15,21,21,10,10,24,20,12,9,6,10
1369,2018,광진구 자양2동,66,132,49,13,38,52,17,19,24,18,20,9,10,5,5,5,3,7,3
1370,2018,광진구 자양3동,73,104,65,64,13,41,12,21,18,3,20,8,5,2,7,7,3,16,2
1371,2018,광진구 자양4동,134,95,61,74,50,59,18,26,17,48,21,22,8,22,16,87,12,5,11
1372,2018,광진구 중곡1동,102,66,50,17,48,43,21,23,11,20,14,11,16,16,12,4,6,6,6
1373,2018,광진구 중곡2동,95,94,64,25,37,60,18,21,18,23,20,7,10,4,7,6,3,10,3
1374,2018,광진구 중곡3동,69,73,47,24,51,51,13,22,15,18,18,7,8,3,6,6,4,7,7
1375,2018,광진구 중곡4동,86,149,43,50,34,53,23,25,20,18,18,4,2,10,12,6,7,9,6
1376,2018,광진구 화양동,269,38,76,51,229,78,20,43,25,82,53,22,3,9,7,22,20,23,12
1377,2018,구로구 가리봉동,63,33,21,18,64,32,31,8,8,45,11,3,6,11,10,70,3,1,9
1378,2018,구로구 개봉1동,124,179,50,26,43,70,34,25,23,21,20,17,13,8,19,12,7,14,6
1379,2018,구로구 개봉2동,59,123,41,19,28,59,20,19,19,12,8,10,7,8,10,6,3,6,4
1380,2018,구로구 개봉3동,54,109,36,21,24,44,16,17,12,7,9,12,9,4,10,2,5,6,5
1381,2018,구로구 고척1동,124,113,27,85,44,43,27,21,11,24,14,19,10,5,8,11,13,7,7
1382,2018,구로구 고척2동,75,130,49,42,24,55,21,22,19,12,19,16,15,18,14,7,3,8,2
1383,2018,구로구 구로1동,26,76,24,5,17,21,7,11,12,3,9,4,5,0,8,3,2,2,3
1384,2018,구로구 구로2동,247,150,87,31,86,78,69,31,24,35,27,14,23,10,12,64,11,9,7
1385,2018,구로구 구로3동,298,57,123,39,77,54,29,52,20,41,58,20,5,0,4,34,13,18,5
1386,2018,구로구 구로4동,133,87,65,87,98,67,47,38,21,40,17,14,4,42,18,62,8,6,9
1387,2018,구로구 구로5동,226,114,79,235,69,42,28,42,27,41,28,13,10,2,6,32,10,15,7
1388,2018,구로구 수궁동,63,162,32,9,13,31,20,14,12,9,20,14,8,3,11,5,5,7,6
1389,2018,구로구 신도림동,120,80,62,140,24,45,17,24,16,11,25,19,7,3,7,12,5,18,2
